name,arn,rest_api_id,deployment_id,created_date,cache_cluster_enabled,tracing_enabled,access_log_settings,cache_cluster_size,cache_cluster_status,client_certificate_id,description,documentation_version,last_updated_date,canary_settings,method_settings,variables,web_acl_arn,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx
default,arn:aws:apigateway:sa-east-1::/restapis/yeulm94gs3/stages/default,yeulm94gs3,ckvsnb,2025-05-06T19:04:19-03:00,false,false,"{""DestinationArn"":""arn:aws:logs:sa-east-1:413850945308:log-group:/aws/api-gateway/backbone-api-patient"",""Format"":""{\""ctx_accountId\"":\""$context.accountId\"",\""ctx_apiId\"":\""$context.apiId\"",\""ctx_authorizer_error\"":\""$context.authorizer.error\"",\""ctx_authorizer_principalId\"":\""$context.authorizer.principalId\"",\""ctx_awsEndpointRequestId\"":\""$context.awsEndpointRequestId\"",\""ctx_customDomain_basePathMatched\"":\""$context.customDomain.basePathMatched\"",\""ctx_dataProcessed\"":\""$context.dataProcessed\"",\""ctx_domainName\"":\""$context.domainName\"",\""ctx_error_message\"":\""$context.error.message\"",\""ctx_extendedRequestId\"":\""$context.extendedRequestId\"",\""ctx_httpMethod\"":\""$context.httpMethod\"",\""ctx_identity_sourceIp\"":\""$context.identity.sourceIp\"",\""ctx_identity_userAgent\"":\""$context.identity.userAgent\"",\""ctx_integration_latency\"":\""$context.integration.latency\"",\""ctx_integration_status\"":\""$context.integration.status\"",\""ctx_path\"":\""$context.path\"",\""ctx_requestId\"":\""$context.requestId\"",\""ctx_requestTime\"":\""$context.requestTime\"",\""ctx_status\"":\""$context.status\""}""}",,NOT_AVAILABLE,,,,2025-09-12T09:51:10-03:00,,"{""*/*"":{""CacheDataEncrypted"":false,""CacheTtlInSeconds"":300,""CachingEnabled"":false,""DataTraceEnabled"":true,""LoggingLevel"":""ERROR"",""MetricsEnabled"":true,""RequireAuthorizationForCacheControl"":true,""ThrottlingBurstLimit"":-1,""ThrottlingRateLimit"":-1,""UnauthorizedCacheControlHeaderStrategy"":""SUCCEED_WITH_RESPONSE_HEADER""}}",,arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,default,"{""hsl:operation:map-at"":""2025-09-13 05:00:40"",""hsl:product"":""plugplay"",""hsl:product:app"":""patient-api"",""hsl:product:env"":""production"",""hsl:squad:responsible"":""plugplay"",""map-migrated"":""d-server-02rouei8domo00""}","[""arn:aws:apigateway:sa-east-1::/restapis/yeulm94gs3/stages/default""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
dev,arn:aws:apigateway:sa-east-1::/restapis/w3jp25qdyk/stages/dev,w3jp25qdyk,vjqrh9,2025-08-26T10:35:19-03:00,false,false,,,NOT_AVAILABLE,,,,2025-12-10T16:21:29-03:00,,{},,,dev,,"[""arn:aws:apigateway:sa-east-1::/restapis/w3jp25qdyk/stages/dev""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
default,arn:aws:apigateway:sa-east-1::/restapis/2b5kujq59h/stages/default,2b5kujq59h,xz1rl2,2025-05-06T17:57:51-03:00,false,false,"{""DestinationArn"":""arn:aws:logs:sa-east-1:413850945308:log-group:/aws/api-gateway/plugplay-tasy-api"",""Format"":""{\""ctx_accountId\"":\""$context.accountId\"",\""ctx_apiId\"":\""$context.apiId\"",\""ctx_authorizer_error\"":\""$context.authorizer.error\"",\""ctx_authorizer_principalId\"":\""$context.authorizer.principalId\"",\""ctx_awsEndpointRequestId\"":\""$context.awsEndpointRequestId\"",\""ctx_customDomain_basePathMatched\"":\""$context.customDomain.basePathMatched\"",\""ctx_dataProcessed\"":\""$context.dataProcessed\"",\""ctx_domainName\"":\""$context.domainName\"",\""ctx_error_message\"":\""$context.error.message\"",\""ctx_extendedRequestId\"":\""$context.extendedRequestId\"",\""ctx_httpMethod\"":\""$context.httpMethod\"",\""ctx_identity_sourceIp\"":\""$context.identity.sourceIp\"",\""ctx_identity_userAgent\"":\""$context.identity.userAgent\"",\""ctx_integration_latency\"":\""$context.integration.latency\"",\""ctx_integration_status\"":\""$context.integration.status\"",\""ctx_path\"":\""$context.path\"",\""ctx_requestId\"":\""$context.requestId\"",\""ctx_requestTime\"":\""$context.requestTime\"",\""ctx_status\"":\""$context.status\""}""}",,NOT_AVAILABLE,,,,2025-09-12T09:47:57-03:00,,"{""*/*"":{""CacheDataEncrypted"":false,""CacheTtlInSeconds"":300,""CachingEnabled"":false,""DataTraceEnabled"":true,""LoggingLevel"":""INFO"",""MetricsEnabled"":true,""RequireAuthorizationForCacheControl"":true,""ThrottlingBurstLimit"":-1,""ThrottlingRateLimit"":-1,""UnauthorizedCacheControlHeaderStrategy"":""SUCCEED_WITH_RESPONSE_HEADER""}}",,,default,"{""hsl:operation:map-at"":""2025-09-13 05:00:40"",""hsl:product"":""plugplay"",""hsl:product:app"":""tasy-update-api"",""hsl:product:env"":""production"",""hsl:squad:responsible"":""plugplay"",""map-migrated"":""d-server-02rouei8domo00""}","[""arn:aws:apigateway:sa-east-1::/restapis/2b5kujq59h/stages/default""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
default,arn:aws:apigateway:sa-east-1::/restapis/2pix47omib/stages/default,2pix47omib,l45kbu,2025-09-09T15:57:59-03:00,false,false,"{""DestinationArn"":""arn:aws:logs:sa-east-1:413850945308:log-group:/aws/api-gateway/plugplay-ensino-ead-api"",""Format"":""{\""ctx_accountId\"":\""$context.accountId\"",\""ctx_apiId\"":\""$context.apiId\"",\""ctx_authorizer_error\"":\""$context.authorizer.error\"",\""ctx_authorizer_principalId\"":\""$context.authorizer.principalId\"",\""ctx_awsEndpointRequestId\"":\""$context.awsEndpointRequestId\"",\""ctx_customDomain_basePathMatched\"":\""$context.customDomain.basePathMatched\"",\""ctx_dataProcessed\"":\""$context.dataProcessed\"",\""ctx_domainName\"":\""$context.domainName\"",\""ctx_error_message\"":\""$context.error.message\"",\""ctx_extendedRequestId\"":\""$context.extendedRequestId\"",\""ctx_httpMethod\"":\""$context.httpMethod\"",\""ctx_identity_sourceIp\"":\""$context.identity.sourceIp\"",\""ctx_identity_userAgent\"":\""$context.identity.userAgent\"",\""ctx_integration_latency\"":\""$context.integration.latency\"",\""ctx_integration_status\"":\""$context.integration.status\"",\""ctx_path\"":\""$context.path\"",\""ctx_requestId\"":\""$context.requestId\"",\""ctx_requestTime\"":\""$context.requestTime\"",\""ctx_status\"":\""$context.status\""}""}",,NOT_AVAILABLE,,,,2025-11-24T18:20:04-03:00,,"{""*/*"":{""CacheDataEncrypted"":false,""CacheTtlInSeconds"":300,""CachingEnabled"":false,""DataTraceEnabled"":true,""LoggingLevel"":""ERROR"",""MetricsEnabled"":true,""RequireAuthorizationForCacheControl"":true,""ThrottlingBurstLimit"":-1,""ThrottlingRateLimit"":-1,""UnauthorizedCacheControlHeaderStrategy"":""SUCCEED_WITH_RESPONSE_HEADER""}}",,,default,"{""hsl:operation:map-at"":""2025-11-25 05:00:41"",""hsl:product"":""plugplay"",""hsl:product:app"":""plugplay-ensino-ead-api"",""hsl:product:env"":""production"",""hsl:product:nature"":""operation"",""hsl:security:access"":""private"",""hsl:security:data"":""has-sensitive"",""hsl:security:data:type"":""patient"",""hsl:squad:responsible"":""plugplay"",""map-migrated"":""d-server-02rouei8domo00""}","[""arn:aws:apigateway:sa-east-1::/restapis/2pix47omib/stages/default""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
default,arn:aws:apigateway:sa-east-1::/restapis/yw3ab3t68i/stages/default,yw3ab3t68i,wrfrs0,2025-05-06T18:58:43-03:00,false,false,"{""DestinationArn"":""arn:aws:logs:sa-east-1:413850945308:log-group:/aws/api-gateway/plugplay_atendimento"",""Format"":""{\""ctx_accountId\"":\""$context.accountId\"",\""ctx_apiId\"":\""$context.apiId\"",\""ctx_authorizer_error\"":\""$context.authorizer.error\"",\""ctx_authorizer_principalId\"":\""$context.authorizer.principalId\"",\""ctx_awsEndpointRequestId\"":\""$context.awsEndpointRequestId\"",\""ctx_customDomain_basePathMatched\"":\""$context.customDomain.basePathMatched\"",\""ctx_dataProcessed\"":\""$context.dataProcessed\"",\""ctx_domainName\"":\""$context.domainName\"",\""ctx_error_message\"":\""$context.error.message\"",\""ctx_extendedRequestId\"":\""$context.extendedRequestId\"",\""ctx_httpMethod\"":\""$context.httpMethod\"",\""ctx_identity_sourceIp\"":\""$context.identity.sourceIp\"",\""ctx_identity_userAgent\"":\""$context.identity.userAgent\"",\""ctx_integration_latency\"":\""$context.integration.latency\"",\""ctx_integration_status\"":\""$context.integration.status\"",\""ctx_path\"":\""$context.path\"",\""ctx_requestId\"":\""$context.requestId\"",\""ctx_requestTime\"":\""$context.requestTime\"",\""ctx_status\"":\""$context.status\""}""}",,NOT_AVAILABLE,,,,2025-05-06T19:42:10-03:00,,"{""*/*"":{""CacheDataEncrypted"":false,""CacheTtlInSeconds"":300,""CachingEnabled"":false,""DataTraceEnabled"":true,""LoggingLevel"":""ERROR"",""MetricsEnabled"":true,""RequireAuthorizationForCacheControl"":true,""ThrottlingBurstLimit"":-1,""ThrottlingRateLimit"":-1,""UnauthorizedCacheControlHeaderStrategy"":""SUCCEED_WITH_RESPONSE_HEADER""}}",,arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,default,"{""hsl:operation:map-at"":""2025-05-07 05:00:38"",""hsl:product"":""plugplay"",""hsl:product:app"":""plugplay-atendimento-complemento"",""hsl:product:env"":""development"",""hsl:product:nature"":""operation"",""hsl:security:access"":""private"",""hsl:security:data"":""has-sensitive"",""hsl:security:data:type"":""atendimento-complemento"",""hsl:squad:responsible"":""plugplay"",""map-migrated"":""d-server-02rouei8domo00""}","[""arn:aws:apigateway:sa-east-1::/restapis/yw3ab3t68i/stages/default""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
default,arn:aws:apigateway:sa-east-1::/restapis/ky2hth1lh4/stages/default,ky2hth1lh4,98o792,2025-05-06T18:49:07-03:00,false,false,"{""DestinationArn"":""arn:aws:logs:sa-east-1:413850945308:log-group:/aws/api-gateway/plugplay-schedule-external-api"",""Format"":""{\""ctx_accountId\"":\""$context.accountId\"",\""ctx_apiId\"":\""$context.apiId\"",\""ctx_authorizer_error\"":\""$context.authorizer.error\"",\""ctx_authorizer_principalId\"":\""$context.authorizer.principalId\"",\""ctx_awsEndpointRequestId\"":\""$context.awsEndpointRequestId\"",\""ctx_customDomain_basePathMatched\"":\""$context.customDomain.basePathMatched\"",\""ctx_dataProcessed\"":\""$context.dataProcessed\"",\""ctx_domainName\"":\""$context.domainName\"",\""ctx_error_message\"":\""$context.error.message\"",\""ctx_extendedRequestId\"":\""$context.extendedRequestId\"",\""ctx_httpMethod\"":\""$context.httpMethod\"",\""ctx_identity_sourceIp\"":\""$context.identity.sourceIp\"",\""ctx_identity_userAgent\"":\""$context.identity.userAgent\"",\""ctx_integration_latency\"":\""$context.integration.latency\"",\""ctx_integration_status\"":\""$context.integration.status\"",\""ctx_path\"":\""$context.path\"",\""ctx_requestId\"":\""$context.requestId\"",\""ctx_requestTime\"":\""$context.requestTime\"",\""ctx_status\"":\""$context.status\""}""}",,NOT_AVAILABLE,,,,2025-07-30T14:07:15-03:00,,"{""*/*"":{""CacheDataEncrypted"":false,""CacheTtlInSeconds"":300,""CachingEnabled"":false,""DataTraceEnabled"":true,""LoggingLevel"":""ERROR"",""MetricsEnabled"":true,""RequireAuthorizationForCacheControl"":true,""ThrottlingBurstLimit"":-1,""ThrottlingRateLimit"":-1,""UnauthorizedCacheControlHeaderStrategy"":""SUCCEED_WITH_RESPONSE_HEADER""}}",,arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,default,"{""hsl:operation:map-at"":""2025-07-31 05:00:43"",""hsl:product"":""plugplay"",""hsl:product:app"":""schedule-api"",""hsl:product:env"":""production"",""hsl:squad:responsible"":""plugplay"",""map-migrated"":""d-server-02rouei8domo00""}","[""arn:aws:apigateway:sa-east-1::/restapis/ky2hth1lh4/stages/default""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
default,arn:aws:apigateway:sa-east-1::/restapis/sbmn8vw5m7/stages/default,sbmn8vw5m7,98jde4,2025-10-02T15:43:36-03:00,false,false,,,NOT_AVAILABLE,,,,2025-11-27T15:00:42-03:00,,{},,,default,,"[""arn:aws:apigateway:sa-east-1::/restapis/sbmn8vw5m7/stages/default""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
dev,arn:aws:apigateway:sa-east-1::/restapis/50ppsgd3lg/stages/dev,50ppsgd3lg,8m94o7,2025-05-13T11:57:28-03:00,false,false,,,NOT_AVAILABLE,,,,2025-09-02T17:31:56-03:00,,{},,,dev,,"[""arn:aws:apigateway:sa-east-1::/restapis/50ppsgd3lg/stages/dev""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
default,arn:aws:apigateway:sa-east-1::/restapis/auy8vulk88/stages/default,auy8vulk88,z1k0z5,2024-12-18T17:00:03-03:00,false,false,,,NOT_AVAILABLE,,,,2025-12-08T19:28:21-03:00,,{},,arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,default,,"[""arn:aws:apigateway:sa-east-1::/restapis/auy8vulk88/stages/default""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
dev,arn:aws:apigateway:sa-east-1::/restapis/sucr4xpis2/stages/dev,sucr4xpis2,e7zxlk,2025-12-09T14:35:53-03:00,false,false,,,NOT_AVAILABLE,,,,2025-12-16T17:00:00-03:00,,{},,,dev,,"[""arn:aws:apigateway:sa-east-1::/restapis/sucr4xpis2/stages/dev""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
default,arn:aws:apigateway:sa-east-1::/restapis/2i6zzjp2b3/stages/default,2i6zzjp2b3,orq5b6,2025-09-09T16:26:42-03:00,false,false,"{""DestinationArn"":""arn:aws:logs:sa-east-1:413850945308:log-group:/aws/api-gateway/plugplay-bp-kafka-to-db-esino-ead"",""Format"":""{\""ctx_accountId\"":\""$context.accountId\"",\""ctx_apiId\"":\""$context.apiId\"",\""ctx_authorizer_error\"":\""$context.authorizer.error\"",\""ctx_authorizer_principalId\"":\""$context.authorizer.principalId\"",\""ctx_awsEndpointRequestId\"":\""$context.awsEndpointRequestId\"",\""ctx_customDomain_basePathMatched\"":\""$context.customDomain.basePathMatched\"",\""ctx_dataProcessed\"":\""$context.dataProcessed\"",\""ctx_domainName\"":\""$context.domainName\"",\""ctx_error_message\"":\""$context.error.message\"",\""ctx_extendedRequestId\"":\""$context.extendedRequestId\"",\""ctx_httpMethod\"":\""$context.httpMethod\"",\""ctx_identity_sourceIp\"":\""$context.identity.sourceIp\"",\""ctx_identity_userAgent\"":\""$context.identity.userAgent\"",\""ctx_integration_latency\"":\""$context.integration.latency\"",\""ctx_integration_status\"":\""$context.integration.status\"",\""ctx_path\"":\""$context.path\"",\""ctx_requestId\"":\""$context.requestId\"",\""ctx_requestTime\"":\""$context.requestTime\"",\""ctx_status\"":\""$context.status\""}""}",,NOT_AVAILABLE,,,,2025-10-28T18:41:05-03:00,,"{""*/*"":{""CacheDataEncrypted"":false,""CacheTtlInSeconds"":300,""CachingEnabled"":false,""DataTraceEnabled"":true,""LoggingLevel"":""ERROR"",""MetricsEnabled"":true,""RequireAuthorizationForCacheControl"":true,""ThrottlingBurstLimit"":-1,""ThrottlingRateLimit"":-1,""UnauthorizedCacheControlHeaderStrategy"":""SUCCEED_WITH_RESPONSE_HEADER""}}",,,default,"{""hsl:operation:map-at"":""2025-10-29 05:00:42"",""hsl:product"":""plugplay"",""hsl:product:app"":""bp-kafka-to-db_ensino-ead"",""hsl:product:env"":""production"",""hsl:squad:responsible"":""plugplay"",""map-migrated"":""d-server-02rouei8domo00""}","[""arn:aws:apigateway:sa-east-1::/restapis/2i6zzjp2b3/stages/default""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
default,arn:aws:apigateway:sa-east-1::/restapis/9m653iw6da/stages/default,9m653iw6da,chuc2d,2025-06-02T17:18:28-03:00,false,false,"{""DestinationArn"":""arn:aws:logs:sa-east-1:413850945308:log-group:/aws/api-gateway/plugplay-pacientes"",""Format"":""{\""ctx_accountId\"":\""$context.accountId\"",\""ctx_apiId\"":\""$context.apiId\"",\""ctx_authorizer_error\"":\""$context.authorizer.error\"",\""ctx_authorizer_principalId\"":\""$context.authorizer.principalId\"",\""ctx_awsEndpointRequestId\"":\""$context.awsEndpointRequestId\"",\""ctx_customDomain_basePathMatched\"":\""$context.customDomain.basePathMatched\"",\""ctx_dataProcessed\"":\""$context.dataProcessed\"",\""ctx_domainName\"":\""$context.domainName\"",\""ctx_error_message\"":\""$context.error.message\"",\""ctx_extendedRequestId\"":\""$context.extendedRequestId\"",\""ctx_httpMethod\"":\""$context.httpMethod\"",\""ctx_identity_sourceIp\"":\""$context.identity.sourceIp\"",\""ctx_identity_userAgent\"":\""$context.identity.userAgent\"",\""ctx_integration_latency\"":\""$context.integration.latency\"",\""ctx_integration_status\"":\""$context.integration.status\"",\""ctx_path\"":\""$context.path\"",\""ctx_requestId\"":\""$context.requestId\"",\""ctx_requestTime\"":\""$context.requestTime\"",\""ctx_status\"":\""$context.status\""}""}",,NOT_AVAILABLE,,,,2025-07-30T14:09:08-03:00,,"{""*/*"":{""CacheDataEncrypted"":false,""CacheTtlInSeconds"":300,""CachingEnabled"":false,""DataTraceEnabled"":true,""LoggingLevel"":""ERROR"",""MetricsEnabled"":true,""RequireAuthorizationForCacheControl"":true,""ThrottlingBurstLimit"":-1,""ThrottlingRateLimit"":-1,""UnauthorizedCacheControlHeaderStrategy"":""SUCCEED_WITH_RESPONSE_HEADER""}}",,arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,default,"{""hsl:operation:map-at"":""2025-07-31 05:00:43"",""hsl:product"":""plugplay"",""hsl:product:app"":""paciente"",""hsl:product:env"":""production"",""hsl:squad:responsible"":""plugplay"",""map-migrated"":""d-server-02rouei8domo00""}","[""arn:aws:apigateway:sa-east-1::/restapis/9m653iw6da/stages/default""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
dev,arn:aws:apigateway:sa-east-1::/restapis/w2ojzaiwxe/stages/dev,w2ojzaiwxe,ggi4yj,2025-08-07T14:20:46-03:00,false,false,,,NOT_AVAILABLE,,,,2025-08-07T14:20:46-03:00,,{},,,dev,,"[""arn:aws:apigateway:sa-east-1::/restapis/w2ojzaiwxe/stages/dev""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
dev,arn:aws:apigateway:sa-east-1::/restapis/4tej87l4b9/stages/dev,4tej87l4b9,j2lo3u,2025-07-24T15:14:58-03:00,false,false,,,NOT_AVAILABLE,,,,2025-12-10T16:46:45-03:00,,{},,,dev,,"[""arn:aws:apigateway:sa-east-1::/restapis/4tej87l4b9/stages/dev""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
dev,arn:aws:apigateway:sa-east-1::/restapis/mzlvh21bng/stages/dev,mzlvh21bng,w35re9,2025-03-28T15:16:32-03:00,false,false,,,NOT_AVAILABLE,,,,2025-08-25T16:01:20-03:00,,{},,arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,dev,,"[""arn:aws:apigateway:sa-east-1::/restapis/mzlvh21bng/stages/dev""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
prd,arn:aws:apigateway:sa-east-1::/restapis/rpaxs14dmc/stages/prd,rpaxs14dmc,tgfuij,2022-12-05T15:00:58-03:00,false,false,,,NOT_AVAILABLE,,,,2025-05-06T19:42:04-03:00,,{},,arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,prd,,"[""arn:aws:apigateway:sa-east-1::/restapis/rpaxs14dmc/stages/prd""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
default,arn:aws:apigateway:sa-east-1::/restapis/n71ix09maa/stages/default,n71ix09maa,t60dwy,2025-04-10T16:48:33-03:00,false,false,,,NOT_AVAILABLE,,,,2025-05-06T19:41:56-03:00,,{},,arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,default,,"[""arn:aws:apigateway:sa-east-1::/restapis/n71ix09maa/stages/default""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
PRD,arn:aws:apigateway:sa-east-1::/restapis/dzddu75xgk/stages/PRD,dzddu75xgk,82gwhb,2023-03-23T18:20:19-03:00,false,false,,,NOT_AVAILABLE,,,,2025-05-06T19:42:15-03:00,,{},,arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,PRD,,"[""arn:aws:apigateway:sa-east-1::/restapis/dzddu75xgk/stages/PRD""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
prd,arn:aws:apigateway:sa-east-1::/restapis/dm05mbmqx5/stages/prd,dm05mbmqx5,b5jxxx,2022-12-06T17:28:17-03:00,false,true,"{""DestinationArn"":""arn:aws:logs:sa-east-1:413850945308:log-group:/aws/api-gateway/fhir-service-prd"",""Format"":""{\""authorizer.claims.sub\"":\""$context.authorizer.claims.sub\"",\""error.message\"":\""$context.error.message\"",\""extendedRequestId\"":\""$context.extendedRequestId\"",\""httpMethod\"":\""$context.httpMethod\"",\""identity.sourceIp\"":\""$context.identity.sourceIp\"",\""integration.error\"":\""$context.integration.error\"",\""integration.integrationStatus\"":\""$context.integration.integrationStatus\"",\""integration.latency\"":\""$context.integration.latency\"",\""integration.requestId\"":\""$context.integration.requestId\"",\""integration.status\"":\""$context.integration.status\"",\""path\"":\""$context.path\"",\""requestId\"":\""$context.requestId\"",\""responseLatency\"":\""$context.responseLatency\"",\""responseLength\"":\""$context.responseLength\"",\""stage\"":\""$context.stage\"",\""status\"":\""$context.status\""}""}",,NOT_AVAILABLE,,,,2023-11-29T21:11:06-03:00,,"{""*/*"":{""CacheDataEncrypted"":false,""CacheTtlInSeconds"":300,""CachingEnabled"":false,""DataTraceEnabled"":true,""LoggingLevel"":""OFF"",""MetricsEnabled"":false,""RequireAuthorizationForCacheControl"":true,""ThrottlingBurstLimit"":5000,""ThrottlingRateLimit"":10000,""UnauthorizedCacheControlHeaderStrategy"":""SUCCEED_WITH_RESPONSE_HEADER""}}",,,prd,"{""FHIR_SERVICE"":""fhir-service-sa-east-1-prd"",""hsl:operation:map-at"":""2023-11-30 05:00:38"",""map-migrated"":""d-server-02rouei8domo00""}","[""arn:aws:apigateway:sa-east-1::/restapis/dm05mbmqx5/stages/prd""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
dev,arn:aws:apigateway:sa-east-1::/restapis/8jp7iyhj6c/stages/dev,8jp7iyhj6c,byphoy,2024-10-09T16:28:29-03:00,false,false,,,NOT_AVAILABLE,,,,2025-05-06T19:42:12-03:00,,{},{},arn:aws:wafv2:sa-east-1:413850945308:regional/webacl/waf_api_rest_16kb/f299b38c-c3b8-4fe3-85e8-a7d068feeb86,dev,,"[""arn:aws:apigateway:sa-east-1::/restapis/8jp7iyhj6c/stages/dev""]",aws,sa-east-1,413850945308,aws_backbonedigitalprd,"{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}","{""connection_name"":""aws_backbonedigitalprd"",""steampipe"":{""sdk_version"":""5.13.1""}}"
